Northern California,New York,Kansas,Texas,Hawaii,Banner,UPC
,17.99,,17.49,,Wegmans,152458350
,48.19,46.29,46.79,,Wegmans,246582548
,41.89,,,,Wegmans,576506037
,55.89,53.69,54.19,,Wegmans,470178735
,54.09,51.99,52.49,,Wegmans,484719492
,24.79,,,,Wegmans,549109328
,48.09,,46.69,,Wegmans,494020899
,19.59,18.89,18.99,,Wegmans,585091176
,1.39,1.39,1.39,,Wegmans,509116779
,15.19,14.59,14.79,,Wegmans,25023603
,30.29,,29.39,,Wegmans,327470693
,52.09,49.99,50.49,,Wegmans,441947799
,53.29,,51.69,,Wegmans,999185078
,16.39,,15.89,,Wegmans,421938798
,18.99,,,,Wegmans,817162115
,17.79,17.09,17.29,,Wegmans,363663062
,0.99,,0.99,,Wegmans,278739906
,20.29,,19.69,,Wegmans,557031026
,36.39,,35.29,,Wegmans,286798599
,58.99,,57.29,,Wegmans,976976235
,17.79,,17.29,,Wegmans,157966725
,57.09,,55.39,,Wegmans,94849573
,18.99,,18.49,,Wegmans,308185637
,20.99,,20.29,,Wegmans,617543188
,8.19,,7.99,,Wegmans,489000444
,28.19,27.09,27.29,,Wegmans,503341824
,48.99,,47.59,,Wegmans,887149013
,56.79,,55.09,,Wegmans,714138116
,58.99,56.69,57.29,,Wegmans,161076622
,22.19,,21.59,,Wegmans,63494206
,46.09,44.29,44.69,,Wegmans,325836526
,19.29,,18.79,,Wegmans,113921219
,13.19,,12.79,,Wegmans,77045464
,25.89,24.89,25.19,,Wegmans,877162041
,41.99,40.29,40.69,,Wegmans,258597638
,33.99,,32.99,,Wegmans,333664376
,56.59,,54.99,,Wegmans,987411986
,7.69,,7.49,,Wegmans,381867389
,56.69,,,,Wegmans,41066545
,46.19,44.39,44.89,,Wegmans,201346142
,50.49,,48.99,,Wegmans,963858888
,0.59,,0.59,,Wegmans,198082596
,37.69,36.19,36.59,,Wegmans,164485660
,42.59,,41.29,,Wegmans,804094528
,39.29,,38.09,,Wegmans,854985252
,2.09,1.99,1.99,,Wegmans,226080317
,52.19,,,,Wegmans,405684153
,55.89,,54.19,,Wegmans,533704030
,1.89,,1.89,,Wegmans,285638116
,57.19,,55.49,,Wegmans,236677062
,10.49,,,,Wegmans,736014357
,30.49,,29.59,,Wegmans,228431403
,6.99,,6.79,,Wegmans,838729004
,9.79,,9.59,,Wegmans,905792642
,53.19,51.09,51.59,,Wegmans,124091247
,23.79,,23.09,,Wegmans,268588472
,54.09,51.99,52.59,,Wegmans,545319478
,56.79,,55.09,,Wegmans,591915659
,15.79,,15.29,,Wegmans,110354720
,19.89,19.19,19.29,,Wegmans,959054260
,52.49,,50.89,,Wegmans,270412866
,5.09,4.89,4.89,,Wegmans,449986246
,11.09,10.69,10.79,,Wegmans,286906735
,27.39,,26.59,,Wegmans,857721983
,51.29,,49.79,,Wegmans,224558960
,53.49,51.39,51.89,,Wegmans,970617307
,59.29,,57.49,,Wegmans,302857528
,32.39,,31.49,,Wegmans,299791600
,38.29,36.79,37.19,,Wegmans,55404606
,7.99,7.69,7.79,,Wegmans,60193187
,56.59,,54.89,,Wegmans,818139689
,26.19,25.19,25.39,,Wegmans,57714338
,21.29,,20.59,,Wegmans,631749882
,33.29,,32.39,,Wegmans,771066892
,36.69,35.29,35.59,,Wegmans,163809044
,22.79,,22.09,,Wegmans,812817987
,2.29,,2.19,,Wegmans,535529908
,23.99,,23.29,,Wegmans,399409590
,20.79,,,,Wegmans,220433295
,51.79,49.79,,,Wegmans,768303991
,13.29,12.79,9.09,,Wegmans,930355523
,14.59,,14.09,,Wegmans,325260449
,50.19,48.19,48.69,,Wegmans,35072231
,28.39,,27.59,,Wegmans,678539677
,11.79,11.29,11.39,,Wegmans,69584995
,3.09,,2.99,,Wegmans,421047592
,8.29,7.89,7.99,,Wegmans,71726448
,39.49,37.89,38.29,,Wegmans,314205929
,57.89,55.59,56.19,,Wegmans,266788198
,31.39,,30.49,,Wegmans,541553073
,11.19,,10.89,,Wegmans,849299370
,44.89,,43.59,,Wegmans,895637329
,35.69,,34.69,,Wegmans,213387822
,13.69,,13.29,,Wegmans,929137671
,56.39,54.19,54.69,,Wegmans,917901226
,31.29,,30.29,,Wegmans,327660050
,46.19,44.39,44.79,,Wegmans,688174297
,20.99,,20.39,,Wegmans,888713764
,58.89,56.59,57.19,,Wegmans,986134213
,31.69,,30.69,,Wegmans,915191199
,1.89,1.89,,,Wegmans,526328901
,53.99,51.89,52.39,,Wegmans,778006625
,6.49,,6.29,,Wegmans,311625369
,39.79,38.19,38.59,,Wegmans,416642778
,15.09,,14.59,,Wegmans,650943158
,3.09,,2.99,,Wegmans,17066659
,21.29,20.49,20.69,,Wegmans,277394644
,22.79,,22.19,,Wegmans,694669999
,50.49,48.49,48.99,,Wegmans,637471150
,39.69,,38.59,,Wegmans,536411687
,11.89,,11.49,,Wegmans,927312846
,54.79,,53.19,,Wegmans,432934258
,2.99,,2.89,,Wegmans,371212986
,37.39,,,,Wegmans,441453292
,11.09,10.59,10.69,,Wegmans,62068892
,12.29,,11.89,,Wegmans,561425157
,29.49,28.29,28.59,,Wegmans,171858013
,24.79,23.79,24.09,,Wegmans,576244412
,8.49,,,,Wegmans,93696286
,4.69,,4.49,,Wegmans,266112120
,41.49,39.79,40.19,,Wegmans,555275616
,48.69,46.79,47.29,,Wegmans,780230660
,11.69,11.29,11.39,,Wegmans,95862680
,39.79,,38.69,,Wegmans,827531126
,51.59,49.59,50.09,,Wegmans,845893087
,26.79,,25.99,,Wegmans,774949377
,41.09,,39.89,,Wegmans,947534594
,52.09,,50.59,,Wegmans,299905463
,1.19,1.09,1.09,,Wegmans,77460052
,25.99,,25.29,,Wegmans,507203618
,5.89,,,,Wegmans,152398257
,34.89,,33.89,,Wegmans,481195187
,41.69,,40.49,,Wegmans,54548062
,29.79,28.59,28.89,,Wegmans,354630366
,48.99,47.09,47.59,,Wegmans,169472387
,14.79,,14.29,,Wegmans,574169049
,46.39,,44.99,,Wegmans,958465158
,2.99,,2.89,,Wegmans,541222561
,21.19,,20.59,,Wegmans,944430721
,24.19,23.19,23.49,,Wegmans,627807402
,52.89,50.89,51.39,,Wegmans,765932940
,17.29,,16.79,,Wegmans,922747986
,54.39,,52.79,,Wegmans,176351627
,55.09,,53.49,,Wegmans,506732002
,20.49,19.69,19.89,,Wegmans,680584021
,7.59,,7.39,,Wegmans,477638150
,16.39,15.79,15.89,,Wegmans,896974529
,26.89,,26.09,,Wegmans,352180692
,41.09,39.49,39.89,,Wegmans,205812283
,18.19,17.49,17.69,,Wegmans,688858216
,13.39,,12.99,,Wegmans,142231691
,37.59,36.09,36.49,,Wegmans,958194401
,15.09,,14.69,,Wegmans,574010167
,39.99,,38.79,,Wegmans,758967619
,47.99,,46.49,,Wegmans,303530277
,21.29,,,,Wegmans,236968723
,17.49,16.79,16.99,,Wegmans,25313327
,49.59,,48.19,,Wegmans,374824958
,32.99,,31.99,,Wegmans,614172105
,59.99,,58.19,,Wegmans,158953776
,45.99,44.19,44.59,,Wegmans,963229417
,20.29,,19.69,,Wegmans,127821311
,50.59,48.59,49.09,,Wegmans,406039511
,45.99,,44.69,,Wegmans,146021511
,19.29,18.59,18.79,,Wegmans,420577775
,60.59,,58.79,,Wegmans,888666503
,31.09,,30.19,,Wegmans,228591095
,44.49,42.69,43.19,,Wegmans,173173585
,23.09,,22.39,,Wegmans,795937333
,3.19,,3.09,,Wegmans,69037528
,5.19,4.99,5.09,,Wegmans,846637828
,22.99,22.09,22.29,,Wegmans,61278034
,29.09,,28.19,,Wegmans,416414679
,37.29,,36.19,,Wegmans,574686428
,43.09,41.39,,,Wegmans,52851370
,53.19,,51.59,,Wegmans,298650567
,22.69,21.79,21.99,,Wegmans,728311671
,48.49,,47.09,,Wegmans,101201265
,14.29,,13.89,,Wegmans,926444424
,31.19,,30.29,,Wegmans,56176612
,52.19,,50.69,,Wegmans,737234743
,59.49,,,,Wegmans,946880003
,22.29,,21.59,,Wegmans,690451660
,45.19,43.39,43.79,,Wegmans,200809424
,24.49,,23.79,,Wegmans,126967843
,38.29,36.79,,,Wegmans,904041295
,38.49,36.99,37.39,,Wegmans,44276570
,36.49,34.99,,,Wegmans,212886542
,38.89,37.29,37.69,,Wegmans,250622702
,45.59,,44.29,,Wegmans,525996730
,36.89,,35.79,,Wegmans,90756884
,30.69,29.49,29.79,,Wegmans,839680734
,41.69,,40.49,,Wegmans,332996724
,10.79,,10.49,,Wegmans,26791818
,52.39,,50.89,,Wegmans,854689154
,8.59,,8.39,,Wegmans,949435750
,11.29,,10.99,,Wegmans,259287413
,36.99,35.59,35.99,,Wegmans,645118810
,59.09,,57.29,,Wegmans,751783597
,56.89,54.69,55.19,,Wegmans,461128883
,51.79,49.69,,,Wegmans,702065059
,41.09,39.49,39.89,,Wegmans,339765937
,21.89,21.09,21.29,,Wegmans,827352822
,33.49,,32.49,,Wegmans,454788216
,57.29,54.99,55.59,,Wegmans,436491453
,27.49,,26.69,,Wegmans,808976577
,40.89,,39.69,,Wegmans,152181269
,15.39,14.79,14.99,,Wegmans,306887951
,49.19,,47.79,,Wegmans,565229692
,58.99,56.69,57.29,,Wegmans,835193761
,45.59,,44.19,,Wegmans,745790660
,26.59,,25.79,,Wegmans,654483249
,58.19,,56.49,,Wegmans,692276824
,22.79,,22.09,,Wegmans,105664025
,5.19,,4.99,,Wegmans,659422945
,60.09,,58.39,,Wegmans,220677427
,24.49,,23.79,,Wegmans,473279874
,20.49,,19.89,,Wegmans,678675568
,40.39,38.79,39.19,,Wegmans,643891644
,29.39,28.19,28.49,,Wegmans,704505214
,16.29,15.69,15.79,,Wegmans,418444428
,20.39,,19.79,,Wegmans,819121025
,55.69,,53.99,,Wegmans,966807089
,58.49,,56.69,,Wegmans,254804864
,5.29,5.09,5.19,,Wegmans,16999755
,32.69,31.39,31.69,,Wegmans,107865183
,34.89,,33.89,,Wegmans,542244776
,46.59,,45.19,,Wegmans,905914857
,27.69,,26.89,,Wegmans,397250295
,53.29,,51.69,,Wegmans,131820869
,20.59,,19.99,,Wegmans,106365705
,18.09,,17.49,,Wegmans,955421336
,17.29,,16.79,,Wegmans,599052834
,54.49,,52.89,,Wegmans,731963540
,24.69,23.69,23.89,,Wegmans,531197407
,13.49,,13.09,,Wegmans,252888653
,27.39,,26.59,,Wegmans,481217425
,8.29,,,,Wegmans,850719150
,38.49,,37.39,,Wegmans,509419735
,3.39,,3.29,,Wegmans,744789087
,12.19,11.79,11.89,,Wegmans,44385546
,47.49,45.59,46.09,,Wegmans,475245085
,20.59,,19.99,,Wegmans,929338551
,44.89,,43.49,,Wegmans,981197816
,37.99,,36.89,,Wegmans,988776021
,37.79,,36.69,,Wegmans,794251522
,48.69,46.79,47.29,,Wegmans,337353166
,5.39,,,,Wegmans,665091890
,47.29,,45.89,,Wegmans,817674221
,36.09,,34.99,,Wegmans,291765113
,57.29,,55.59,,Wegmans,70124770
,37.39,,,,Wegmans,883713851
,55.19,53.09,,,Wegmans,319176479
,51.39,,49.89,,Wegmans,932170886
,11.69,11.19,11.29,,Wegmans,373413450
,30.29,,29.39,,Wegmans,500505797
,5.19,,5.09,,Wegmans,11873171
,58.29,,56.59,,Wegmans,132112942
,48.09,,46.69,,Wegmans,363461563
,25.09,,24.39,,Wegmans,336912254
,40.79,,39.59,,Wegmans,365185443
,41.39,,,,Wegmans,853687097
,12.49,11.99,12.09,,Wegmans,503736553
,60.19,57.89,58.49,,Wegmans,421176959
,49.49,47.49,47.99,,Wegmans,749133422
,2.49,2.39,2.49,,Wegmans,377295085
,39.99,38.39,38.79,,Wegmans,769464973
,20.99,20.19,20.39,,Wegmans,58785197
,13.19,12.69,12.79,,Wegmans,996262978
,25.69,,24.89,,Wegmans,87093736
,28.09,,27.19,,Wegmans,45509167
,35.79,,,,Wegmans,845328666
,53.09,,51.49,,Wegmans,242277190
,40.49,,39.29,,Wegmans,641701426
,30.59,29.39,29.69,,Wegmans,375916960
,1.39,1.29,1.29,,Wegmans,643896037
,53.09,,51.59,,Wegmans,952287274
,45.39,,44.09,,Wegmans,606279907
,14.39,,13.99,,Wegmans,178923336
,51.99,49.99,50.49,,Wegmans,849425547
,23.39,,22.69,,Wegmans,245619737
,31.29,,30.39,,Wegmans,962019991
,33.59,,32.59,,Wegmans,829968022
,25.79,,24.99,,Wegmans,265291556
,44.89,43.19,43.59,,Wegmans,242743338
,16.19,,15.79,,Wegmans,582214622
,26.39,,25.69,,Wegmans,505693127
,48.29,46.49,46.89,,Wegmans,698731992
,19.49,,18.89,,Wegmans,312567137
,29.69,,28.89,,Wegmans,909199429
,56.39,54.19,54.79,,Wegmans,112817865
,38.89,,,,Wegmans,383193164
,8.09,,7.89,,Wegmans,555173446
,5.29,5.09,5.09,,Wegmans,513172706
,11.89,11.39,11.49,,Wegmans,555531366
,28.79,27.69,27.89,,Wegmans,810777505
,5.09,4.89,4.89,,Wegmans,551067349
,13.29,,12.89,,Wegmans,575714399
,29.69,,28.79,,Wegmans,716383928
,34.79,,33.79,,Wegmans,171059624
,30.89,,29.99,,Wegmans,696954302
,53.19,,51.69,,Wegmans,367626432
,29.09,27.99,28.29,,Wegmans,204071291
,48.79,,47.29,,Wegmans,477539026
,35.29,33.89,34.19,,Wegmans,189054973
,41.19,,39.99,,Wegmans,866416138
,6.29,6.09,6.09,,Wegmans,598589918
,43.69,41.99,42.49,,Wegmans,723419379
,14.59,14.09,14.19,,Wegmans,339400596
,57.79,55.59,56.09,,Wegmans,121620235
,5.19,,4.99,,Wegmans,872082334
,37.59,36.19,36.49,,Wegmans,451026029
,32.79,,31.79,,Wegmans,750854309
,49.99,48.09,48.59,,Wegmans,311149036
,9.79,9.39,9.49,,Wegmans,628622442
,14.29,,13.89,,Wegmans,458313112
,6.39,,6.19,,Wegmans,338863686
,25.09,,24.39,,Wegmans,311693284
,39.59,,38.39,,Wegmans,856365324
,40.69,39.09,39.49,,Wegmans,479749486
,13.69,,,,Wegmans,243934119
,37.49,,36.39,,Wegmans,474794200
,9.09,,8.79,,Wegmans,222180587
,52.49,,50.99,,Wegmans,486230490
,54.99,52.79,53.29,,Wegmans,26959766
,38.79,37.29,37.69,,Wegmans,676939567
,17.29,,16.79,,Wegmans,459605874
,48.29,46.39,46.89,,Wegmans,448330081
,27.29,,26.49,,Wegmans,757630984
,0.89,,0.89,,Wegmans,557637639
,27.39,26.29,26.59,,Wegmans,763210027
,23.69,,22.99,,Wegmans,993910240
,33.99,,32.99,,Wegmans,599921977
,25.09,,24.39,,Wegmans,878698622
,9.09,8.79,8.89,,Wegmans,725772193
,47.49,45.69,46.09,,Wegmans,177925497
,20.19,,19.59,,Wegmans,26132370
,35.39,33.99,34.39,,Wegmans,529968586
,13.79,,13.39,,Wegmans,663501723
,14.89,,14.39,,Wegmans,246585815
,49.79,,48.29,,Wegmans,388544851
,54.69,,53.09,,Wegmans,305310988
,17.29,16.69,16.79,,Wegmans,278354885
,40.59,,39.39,,Wegmans,475672709
,35.69,34.29,,,Wegmans,658435562
,9.59,,,,Wegmans,825958722
,26.79,,25.99,,Wegmans,929458444
,55.19,52.99,53.59,,Wegmans,827980895
,13.89,13.39,13.49,,Wegmans,251180255
,39.69,,38.49,,Wegmans,514293895
,27.69,26.59,26.89,,Wegmans,19982129
,38.09,36.59,36.89,,Wegmans,387431034
,41.99,,40.79,,Wegmans,676274385
,22.39,,21.69,,Wegmans,569684083
,37.39,35.89,36.29,,Wegmans,596626474
,45.19,,43.79,,Wegmans,298558534
,25.49,,24.69,,Wegmans,966125119
,3.09,,2.99,,Wegmans,651936351
,54.59,52.49,52.99,,Wegmans,802480036
,45.39,,44.09,,Wegmans,965370690
,54.49,,52.89,,Wegmans,214212433
,3.79,3.59,3.69,,Wegmans,749696942
,27.49,26.39,,,Wegmans,278003538
,20.39,19.59,19.79,,Wegmans,130186387
,39.49,37.89,38.29,,Wegmans,990258086
,3.59,,3.49,,Wegmans,165526080
,5.49,5.29,,,Wegmans,22132676
,1.99,,1.99,,Wegmans,60168857
,6.09,5.89,5.89,,Wegmans,866698043
,45.19,,43.79,,Wegmans,683028909
,20.29,,,,Wegmans,698832542
,31.99,30.79,31.09,,Wegmans,652377244
,58.69,,56.99,,Wegmans,39408244
,52.39,,50.89,,Wegmans,801329171
,32.09,,31.09,,Wegmans,271202170
,13.69,13.09,13.29,,Wegmans,375993782
,3.09,2.99,2.99,,Wegmans,906234211
,11.69,11.19,11.29,,Wegmans,835966795
,56.49,54.29,54.79,,Wegmans,357064541
,0.89,,0.89,,Wegmans,499640947
,10.09,,9.79,,Wegmans,256906423
,22.69,,21.99,,Wegmans,612017146
,42.59,40.99,41.39,,Wegmans,742726716
,27.19,,26.39,,Wegmans,714768657
,45.99,44.19,44.59,,Wegmans,870595943
,50.99,48.99,49.49,,Wegmans,681789308
,28.89,27.69,27.99,,Wegmans,55833407
,3.99,,,,Wegmans,554693845
,27.79,,26.99,,Wegmans,256779462
,12.99,12.49,12.59,,Wegmans,426909634
,38.29,,37.09,,Wegmans,431156925
,9.09,8.69,,,Wegmans,987897892
,37.19,,36.09,,Wegmans,396134202
,33.29,,32.29,,Wegmans,248544810
,32.69,31.39,31.69,,Wegmans,130358296
,31.49,30.19,30.49,,Wegmans,486482090
,59.69,57.39,57.89,,Wegmans,160430177
,13.19,,12.79,,Wegmans,60042797
,9.39,8.99,9.09,,Wegmans,265077864
,2.99,,2.89,,Wegmans,864093895
,1.19,,1.19,,Wegmans,372268051
,57.19,,55.59,,Wegmans,995798889
,49.99,,48.59,,Wegmans,888599847
,46.39,,44.99,,Wegmans,59479815
,37.19,,36.09,,Wegmans,687061455
,3.49,,3.39,,Wegmans,353556196
,22.09,,21.39,,Wegmans,899571200
,45.39,43.59,44.09,,Wegmans,549873373
,48.19,,46.79,,Wegmans,394331468
,17.19,,16.69,,Wegmans,931390073
,4.69,,4.59,,Wegmans,778682895
,28.29,,27.39,,Wegmans,953126270
,24.29,23.29,23.59,,Wegmans,262051609
,12.89,,12.49,,Wegmans,952635660
,7.89,7.59,7.69,,Wegmans,748626363
,9.69,,9.39,,Wegmans,565170341
,36.89,35.49,35.79,,Wegmans,554753210
,38.59,37.09,37.49,,Wegmans,222633181
,55.39,53.19,53.79,,Wegmans,857067649
,32.69,,31.69,,Wegmans,468699741
,22.29,,21.69,,Wegmans,110497121
,13.99,,13.59,,Wegmans,978164640
,57.49,55.19,,,Wegmans,945973686
,2.69,,2.59,,Wegmans,70848410
,41.69,,40.49,,Wegmans,187405236
,22.99,,22.29,,Wegmans,739054494
,49.69,,48.19,,Wegmans,506754007
,39.19,,38.09,,Wegmans,95658838
,40.89,39.29,39.69,,Wegmans,414105716
,42.59,,41.39,,Wegmans,276263379
,31.29,,30.39,,Wegmans,132458395
,35.79,34.39,34.79,,Wegmans,860167579
,46.39,,45.09,,Wegmans,620047925
,16.99,16.39,16.49,,Wegmans,917211564
,27.19,26.09,26.39,,Wegmans,840138489
,38.39,36.89,37.29,,Wegmans,113224794
,18.99,,18.49,,Wegmans,690069404
,21.39,,20.69,,Wegmans,118708197
,59.39,,57.69,,Wegmans,492209870
,2.99,,2.89,,Wegmans,699701113
,39.59,,38.39,,Wegmans,229341656
,34.19,,33.19,,Wegmans,842968031
,35.29,33.89,34.29,,Wegmans,980564443
,52.69,,51.19,,Wegmans,746763504
,57.19,54.89,55.49,,Wegmans,193736714
,19.19,,18.59,,Wegmans,213048650
,37.59,,36.49,,Wegmans,966176819
,26.99,25.89,26.19,,Wegmans,401436440
,33.49,,32.59,,Wegmans,736362595
,1.69,1.59,1.59,,Wegmans,770347410
,1.89,1.89,1.89,,Wegmans,888354959
,18.09,17.39,17.59,,Wegmans,538593323
,16.59,,16.09,,Wegmans,537045183
,24.29,23.29,23.59,,Wegmans,73570156
,36.39,,35.29,,Wegmans,301161010
,17.99,17.29,17.49,,Wegmans,870721732
,47.49,45.59,46.09,,Wegmans,395790602
,34.99,,33.99,,Wegmans,403149940
,18.29,17.49,17.69,,Wegmans,24764365
,18.99,,,,Wegmans,876226151
,30.69,,29.79,,Wegmans,502816606
,34.29,,33.29,,Wegmans,964715239
,38.39,36.89,37.29,,Wegmans,238497653
,51.99,,50.49,,Wegmans,980150388
,1.69,,1.59,,Wegmans,45845527
,40.49,,39.29,,Wegmans,127838957
,42.09,40.49,40.89,,Wegmans,571419391
,24.19,23.29,23.49,,Wegmans,230451071
,53.49,,51.89,,Wegmans,83141336
,6.79,,,,Wegmans,458350008
,41.59,,40.29,,Wegmans,74029795
,18.19,17.49,17.69,,Wegmans,525505777
,26.19,25.09,25.39,,Wegmans,894150291
,4.89,4.69,4.79,,Wegmans,236468029
,18.49,,17.99,,Wegmans,48258595
,41.89,40.29,40.69,,Wegmans,584200676
,57.99,,56.29,,Wegmans,383815591
,41.09,,39.89,,Wegmans,112509592
,23.39,22.49,22.69,,Wegmans,645331356
,12.39,,12.09,,Wegmans,447640332
,55.69,,54.09,,Wegmans,899819893
,27.59,,26.79,,Wegmans,217512347
,51.39,49.39,,,Wegmans,505307561
,28.69,27.59,27.89,,Wegmans,727229928
,58.59,,56.89,,Wegmans,130318597
,10.29,9.89,9.99,,Wegmans,120290503
,45.79,44.09,44.49,,Wegmans,323385020
,22.19,21.39,21.59,,Wegmans,711957058
,51.99,,50.49,,Wegmans,426540728
,12.59,12.09,12.19,,Wegmans,523773926
,24.99,,24.29,,Wegmans,441772088
,19.59,18.79,18.99,,Wegmans,115104280
,52.59,,,,Wegmans,917100992
,3.19,3.09,,,Wegmans,44053660
,34.29,,33.29,,Wegmans,516205909
,31.59,30.29,30.59,,Wegmans,783399454
,18.89,,18.29,,Wegmans,594511101
,8.09,,7.79,,Wegmans,16729338
,44.89,,43.59,,Wegmans,544719559
,37.89,,36.79,,Wegmans,196109651
,24.69,,23.99,,Wegmans,374144563
,43.39,,42.09,,Wegmans,842621232
,24.49,,23.79,,Wegmans,627416688
,53.29,,51.69,,Wegmans,120596009
,27.29,,26.49,,Wegmans,932864695
,57.09,,55.39,,Wegmans,445250129
,12.99,12.49,12.69,,Wegmans,387815880
,53.29,,51.79,,Wegmans,655347860
,3.89,,3.79,,Wegmans,75242878
,23.99,22.99,23.29,,Wegmans,333967502
,58.99,56.69,57.19,,Wegmans,594035260
,5.89,,,,Wegmans,786293238
,28.49,,27.69,,Wegmans,927879675
,14.39,,13.99,,Wegmans,373709792
,51.89,49.89,50.39,,Wegmans,534500231
,19.69,,19.09,,Wegmans,517769564
,12.89,,12.49,,Wegmans,93351329
,37.09,,35.99,,Wegmans,587816654
,14.89,14.29,14.49,,Wegmans,826771870
,33.59,,32.59,,Wegmans,240879755
,16.49,,15.99,,Wegmans,333868779
,38.59,,37.39,,Wegmans,303748850
,24.69,,23.99,,Wegmans,99583114
,14.79,,14.39,,Wegmans,789986401
,21.49,20.69,20.89,,Wegmans,855000437
,7.59,,7.39,,Wegmans,832037986
,59.09,56.79,57.29,,Wegmans,421428384
,39.49,37.99,38.39,,Wegmans,292740862
,7.59,,7.39,,Wegmans,234070455
,37.09,,35.99,,Wegmans,161725486
,52.69,,51.19,,Wegmans,304468559
,29.49,,28.59,,Wegmans,16900911
,54.79,,53.19,,Wegmans,284293391
,25.89,,,,Wegmans,186497742
,49.89,,48.39,,Wegmans,742030365
,40.19,38.59,,,Wegmans,808274867
,57.89,,56.19,,Wegmans,99830442
,10.39,9.99,,,Wegmans,477240979
,57.79,55.49,56.09,,Wegmans,545019950
,40.89,,39.69,,Wegmans,995745822
,58.09,,,,Wegmans,876898615
,8.29,,7.99,,Wegmans,196407931
,19.19,,18.59,,Wegmans,852479948
,33.79,32.49,32.79,,Wegmans,959211839
,17.89,17.19,17.39,,Wegmans,978196729
,37.49,,36.39,,Wegmans,321012038
,48.69,,47.19,,Wegmans,886105169
,24.79,23.89,24.09,,Wegmans,859607186
,55.29,,53.69,,Wegmans,504139198
,32.79,31.59,31.89,,Wegmans,977134983
,13.69,,13.29,,Wegmans,437172755
,30.79,,29.89,,Wegmans,644874729
,31.89,,30.99,,Wegmans,440309024
,33.29,,32.29,,Wegmans,965083187
,34.09,,33.09,,Wegmans,95866554
,2.29,,2.19,,Wegmans,784408530
,43.19,41.49,41.89,,Wegmans,514730047
,5.09,4.89,4.99,,Wegmans,383194572
,35.09,33.69,34.09,,Wegmans,992105314
,4.39,,4.29,,Wegmans,864128161
,55.49,,53.89,,Wegmans,88576101
,38.59,37.09,37.49,,Wegmans,237280009
,45.99,,44.59,,Wegmans,980113553
,30.29,29.09,29.39,,Wegmans,764530996
,37.89,36.39,36.79,,Wegmans,221349675
,8.09,7.79,7.89,,Wegmans,207648093
,37.79,,36.69,,Wegmans,614290704
,42.09,,40.89,,Wegmans,700311165
,35.89,,34.79,,Wegmans,460807284
,59.69,,57.89,,Wegmans,838460068
,6.99,,6.79,,Wegmans,647962512
,10.79,10.39,10.49,,Wegmans,702239031
,8.39,7.99,8.09,,Wegmans,371889838
,14.89,,14.49,,Wegmans,434688119
,44.09,42.39,42.89,,Wegmans,790347148
,27.39,26.29,26.59,,Wegmans,129833275
,38.99,,37.79,,Wegmans,243785066
,13.79,,13.39,,Wegmans,456975266
,27.79,,26.99,,Wegmans,518047270
,35.89,34.49,34.79,,Wegmans,253141402
,16.29,,15.79,,Wegmans,805082512
,52.89,50.79,51.29,,Wegmans,300702726
,52.19,50.19,50.69,,Wegmans,438682627
,15.19,14.59,14.69,,Wegmans,763083923
,5.59,,5.39,,Wegmans,238245641
,2.39,,2.39,,Wegmans,243131192
,33.69,32.39,32.69,,Wegmans,785234168
,31.79,,30.89,,Wegmans,325885139
,37.29,35.89,36.19,,Wegmans,106599165
,39.19,,37.99,,Wegmans,38399923
,52.39,50.29,50.79,,Wegmans,531867954
,57.29,,55.59,,Wegmans,773828271
,8.09,7.79,7.89,,Wegmans,296847415
,58.99,56.69,57.29,,Wegmans,437067209
,32.99,,31.99,,Wegmans,314756902
,36.99,35.49,35.89,,Wegmans,392781848
,17.99,,17.39,,Wegmans,874971914
,59.29,56.89,57.49,,Wegmans,456113225
,35.39,,34.29,,Wegmans,244899396
,33.89,,32.89,,Wegmans,743414051
,47.19,45.39,45.79,,Wegmans,557394018
,8.09,7.79,7.89,,Wegmans,21872584
,7.29,,,,Wegmans,827210689
,16.79,,16.29,,Wegmans,962420701
,52.79,50.69,51.19,,Wegmans,441404447
,22.49,21.59,21.79,,Wegmans,54236183
,22.39,,21.79,,Wegmans,923314883
,54.29,52.19,52.69,,Wegmans,955026913
,15.99,,15.59,,Wegmans,252280717
,14.69,14.09,14.29,,Wegmans,51294147
,21.49,,,,Wegmans,129232150
,7.99,,7.79,,Wegmans,737000536
,23.89,22.99,,,Wegmans,509056495
,56.49,54.29,54.79,,Wegmans,65837987
,41.39,39.79,40.19,,Wegmans,963136610
,15.19,14.59,14.69,,Wegmans,338728090
,36.79,35.39,35.69,,Wegmans,774342015
,23.69,,,,Wegmans,783845705
,33.79,,32.79,,Wegmans,238441424
,37.39,,36.29,,Wegmans,768547166
,26.59,,25.79,,Wegmans,685715810
,24.79,,24.09,,Wegmans,891797170
,3.49,,3.39,,Wegmans,376311065
,25.19,16.99,24.39,,Wegmans,376153383
,18.49,,17.89,,Wegmans,848007798
,52.29,,50.69,,Wegmans,768900012
,1.19,1.19,1.19,,Wegmans,979616943
,57.59,,55.89,,Wegmans,162045248
,50.99,,49.49,,Wegmans,200253393
,19.09,,,,Wegmans,723906184
,41.69,,40.49,,Wegmans,285195716
,3.79,3.69,3.69,,Wegmans,47174618
,9.79,,9.49,,Wegmans,673299284
,57.69,,55.99,,Wegmans,881539712
,18.79,,18.29,,Wegmans,928259579
,41.09,39.49,39.89,,Wegmans,541944658
